n,h
1198,3826.5384615384614
1199,3833.0
1200,3833.0
1201,3844.3
1202,3849.4285714285716
1203,3849.4285714285716
1204,3856.3
1205,3857.4285714285716
1206,3867.0
1207,3867.0
1208,3868.875
1209,3869.3636363636365
1210,3874.6
1211,3884.137931034483
1212,3884.137931034483
1213,3884.137931034483
1214,3890.1111111111113
1215,3895.4444444444443
1216,3895.4444444444443
1217,3903.46875
1218,3903.46875
1219,3903.46875
1220,3916.0
1221,3918.0
1222,3920.529411764706
1223,3920.529411764706
1224,3925.8125
1225,3925.8125
1226,3926.090909090909
1227,3934.2
1228,3937.0
1229,3947.5714285714284
1230,3953.0
1231,3953.0714285714284
1232,3953.0714285714284
1233,3960.4736842105262
1234,3960.4736842105262
1235,3963.6666666666665
1236,3974.176470588235
1237,3974.176470588235
1238,3977.714285714286
1239,3981.0
1240,3990.409090909091
1241,3990.409090909091
1242,3990.409090909091
1243,3997.1
1244,3997.1
1245,4004.28
1246,4004.28
1247,4007.1428571428573
1248,4012.0
1249,4018.4285714285716
1250,4018.4285714285716
1251,4029.0555555555557
1252,4029.0555555555557
1253,4032.6666666666665
1254,4034.125
1255,4036.6666666666665
1256,4036.6666666666665
1257,4046.25
1258,4053.875
1259,4056.9166666666665
1260,4056.9166666666665
1261,4056.9166666666665
1262,4067.8684210526317
1263,4067.8684210526317
1264,4067.8684210526317
1265,4067.8684210526317
1266,4073.714285714286
1267,4082.3478260869565
1268,4082.3478260869565
1269,4082.3478260869565
1270,4087.625
1271,4102.35294117647
1272,4102.35294117647
1273,4105.153846153846
1274,4109.25
1275,4111.714285714285
1276,4111.714285714285
1277,4118.0
1278,4125.125
1279,4125.125
1280,4127.857142857143
1281,4140.666666666667
1282,4142.4
1283,4142.4
1284,4142.4
1285,4154.457142857143
1286,4154.457142857143
1287,4154.457142857143
1288,4154.457142857143
1289,4154.457142857143
1290,4156.923076923077
1291,4156.923076923077
1292,4170.055555555556
1293,4170.055555555556
1294,4178.333333333333
1295,4182.5
1296,4183.545454545455
1297,4193.555555555556
1298,4200.0
1299,4200.0
1300,4204.592592592592
1301,4204.592592592592
1302,4204.592592592592
1303,4208.0
1304,4216.235294117647
1305,4216.235294117647
1306,4223.04347826087
1307,4223.04347826087
1308,4223.04347826087
1309,4239.878787878788
1310,4239.878787878788
1311,4239.878787878788
1312,4242.714285714285
1313,4244.25
1314,4246.142857142857
1315,4250.555555555556
1316,4256.916666666667
1317,4266.263157894737
1318,4266.263157894737
1319,4270.666666666667
1320,4270.666666666667
1321,4270.666666666667
1322,4270.666666666667
1323,4277.2
1324,4284.7
1325,4284.7
1326,4295.178571428572
1327,4295.178571428572
1328,4295.178571428572
1329,4303.785714285715
1330,4303.785714285715
1331,4312.0
1332,4312.0
1333,4312.0
1334,4318.5
1335,4321.5
1336,4326.894736842105
1337,4326.894736842105
1338,4331.636363636364
1339,4335.0
1340,4344.928571428572
1341,4344.928571428572
1342,4353.888888888889
1343,4356.933333333333
1344,4356.933333333333
1345,4364.1
1346,4366.4
1347,4373.083333333333
1348,4378.5
1349,4379.772727272727
1350,4379.772727272727
1351,4379.772727272727
1352,4390.357142857143
1353,4390.357142857143
1354,4403.857142857143
1355,4406.888888888889
1356,4406.888888888889
1357,4408.538461538462
1358,4408.538461538462
1359,4414.333333333333
1360,4414.333333333333
1361,4414.333333333333
1362,4429.324324324324
1363,4429.324324324324
1364,4429.324324324324
1365,4429.324324324324
1366,4432.454545454545
1367,4443.0
1368,4443.0
1369,4444.0
1370,4449.333333333333
1371,4449.333333333333
1372,4453.625
1373,4455.4
1374,4469.0526315789475
1375,4469.0526315789475
1376,4470.714285714285
1377,4484.4
1378,4486.2307692307695
1379,4486.2307692307695
1380,4486.2307692307695
1381,4486.2307692307695
1382,4487.7
1383,4502.363636363636
1384,4502.363636363636
1385,4502.363636363636
1386,4511.416666666667
1387,4511.416666666667
1388,4511.416666666667
1389,4514.85
1390,4514.85
1391,4528.375
1392,4530.833333333333
1393,4539.722222222223
1394,4539.722222222223
1395,4539.722222222223
1396,4539.722222222223
1397,4546.285714285715
1398,4546.285714285715
1399,4550.857142857143
1400,4552.6
1401,4558.75
1402,4561.25
1403,4572.166666666667
1404,4576.4
1405,4579.714285714285
1406,4590.0344827586205
1407,4590.0344827586205
1408,4590.0344827586205
1409,4590.0344827586205
1410,4594.0
1411,4594.0
1412,4599.466666666666
1413,4599.466666666666
1414,4611.7692307692305
1415,4611.7692307692305
1416,4619.318181818182
1417,4619.318181818182
1418,4619.318181818182
1419,4619.318181818182
1420,4623.375
1421,4635.75
1422,4635.75
1423,4639.615384615385
1424,4642.307692307692
1425,4652.75
1426,4657.8
1427,4657.8
1428,4658.166666666667
1429,4665.266666666666
1430,4673.416666666667
1431,4673.416666666667
1432,4673.416666666667
1433,4673.416666666667
1434,4673.416666666667
1435,4678.0
1436,4695.818181818182
1437,4695.818181818182
1438,4695.818181818182
1439,4700.608695652174
1440,4700.608695652174
1441,4700.608695652174
1442,4711.75
1443,4711.75
1444,4711.75
1445,4717.571428571428
1446,4724.25
1447,4724.25
1448,4731.142857142857
1449,4735.736842105263
1450,4735.736842105263
1451,4738.888888888889
1452,4743.454545454545
1453,4743.454545454545
1454,4746.583333333333
1455,4748.5
1456,4760.75
1457,4771.928571428572
1458,4771.928571428572
1459,4771.928571428572
1460,4771.928571428572
1461,4779.0
1462,4780.571428571428
1463,4787.9473684210525
1464,4787.9473684210525
1465,4799.25
1466,4803.952380952381
1467,4803.952380952381
1468,4806.0
1469,4806.0
1470,4809.9375
1471,4809.9375
1472,4818.6
1473,4818.6
1474,4818.6
1475,4821.0
1476,4821.0
1477,4841.166666666667
1478,4841.166666666667
1479,4853.444444444444
1480,4853.714285714285
1481,4853.714285714285
1482,4853.714285714285
1483,4853.714285714285
1484,4865.0
1485,4867.714285714285
1486,4877.142857142857
1487,4877.142857142857
1488,4877.142857142857
1489,4877.142857142857
1490,4884.695652173913
1491,4884.695652173913
1492,4884.695652173913
1493,4906.727272727273
1494,4906.727272727273
1495,4907.2
1496,4907.2
1497,4907.2
1498,4907.2
1499,4913.428571428572
1500,4920.285714285715
1501,4926.55
1502,4926.55
1503,4926.55
1504,4932.333333333333
1505,4937.709677419355
1506,4937.709677419355
1507,4937.709677419355
1508,4943.833333333333
1509,4951.9047619047615
1510,4951.9047619047615
1511,4951.9047619047615
1512,4957.333333333333
1513,4962.909090909091
1514,4968.0
1515,4972.6
1516,4981.142857142857
1517,4984.5
1518,4984.5
1519,4987.0
1520,4987.0
1521,4987.0
1522,4997.8
1523,4999.7
1524,5003.307692307692
1525,5003.307692307692
1526,5003.307692307692
1527,5003.5
1528,5010.777777777777
1529,5026.375
1530,5026.375
1531,5034.285714285715
1532,5034.285714285715
1533,5034.285714285715
1534,5036.875
1535,5049.407407407408
1536,5049.407407407408
1537,5049.407407407408
1538,5049.407407407408
1539,5063.388888888889
1540,5063.388888888889
1541,5066.384615384615
1542,5066.384615384615
1543,5067.1
1544,5072.636363636364
1545,5072.636363636364
1546,5087.380952380952
1547,5087.380952380952
1548,5087.380952380952
1549,5094.6
1550,5097.4
1551,5109.166666666667
1552,5111.92
1553,5111.92
1554,5111.92
1555,5123.206896551724
1556,5123.206896551724
1557,5123.206896551724
1558,5130.225806451613
1559,5130.225806451613
1560,5130.225806451613
1561,5130.225806451613
1562,5139.818181818182
1563,5139.818181818182
1564,5146.454545454545
1565,5146.454545454545
1566,5146.454545454545
1567,5167.772727272727
1568,5167.772727272727
1569,5183.2
1570,5183.2
1571,5183.2
1572,5183.2
1573,5187.5
1574,5194.888888888889
1575,5197.333333333333
1576,5197.333333333333
1577,5197.333333333333
1578,5205.818181818182
1579,5205.818181818182
1580,5209.777777777777
1581,5210.0
1582,5210.0
1583,5210.0
1584,5210.75
1585,5232.333333333333
1586,5233.066666666667
1587,5233.066666666667
1588,5233.066666666667
1589,5237.923076923077
1590,5237.923076923077
1591,5249.6
1592,5252.916666666667
1593,5252.916666666667
1594,5264.871794871795
1595,5264.871794871795
1596,5264.871794871795
1597,5264.871794871795
1598,5264.871794871795
1599,5276.9
1600,5276.9
1601,5282.4
1602,5282.4
1603,5289.8
1604,5292.0
1605,5299.25
1606,5303.333333333333
1607,5303.777777777777
1608,5303.777777777777
1609,5319.5142857142855
1610,5319.5142857142855
1611,5319.5142857142855
1612,5319.5142857142855
1613,5333.25
1614,5333.857142857143
1615,5336.666666666667
1616,5336.666666666667
1617,5341.0
1618,5343.7692307692305
1619,5343.7692307692305
1620,5343.7692307692305
1621,5362.090909090909
1622,5362.090909090909
1623,5362.090909090909
1624,5362.090909090909
1625,5381.628571428571
1626,5381.628571428571
1627,5381.628571428571
1628,5381.628571428571
1629,5381.628571428571
1630,5383.777777777777
1631,5383.777777777777
1632,5394.875
1633,5394.875
1634,5402.461538461538
1635,5402.461538461538
1636,5405.0
1637,5418.083333333333
1638,5418.083333333333
1639,5425.8
1640,5425.8
1641,5433.0
1642,5433.0
1643,5433.0
1644,5436.571428571428
1645,5439.222222222223
1646,5439.222222222223
1647,5449.64705882353
1648,5449.64705882353
1649,5456.2
1650,5456.2
1651,5459.0
1652,5470.466666666666
1653,5470.466666666666
1654,5470.466666666666
1655,5470.466666666666
1656,5478.285714285715
1657,5487.75
1658,5487.75
1659,5493.916666666667
1660,5501.315789473684
1661,5501.315789473684
1662,5504.272727272727
1663,5506.823529411765
1664,5506.823529411765
1665,5509.4
1666,5514.636363636364
1667,5525.8421052631575
1668,5525.8421052631575
1669,5529.0
1670,5529.0
1671,5530.0
1672,5543.3125
1673,5543.3125
1674,5554.166666666667
1675,5554.166666666667
1676,5554.166666666667
1677,5554.166666666667
1678,5560.75
1679,5561.6
1680,5571.666666666667
1681,5571.666666666667
1682,5571.666666666667
1683,5574.3125
1684,5574.3125
1685,5585.2
1686,5590.142857142857
1687,5593.789473684211
1688,5593.789473684211
1689,5593.789473684211
1690,5603.416666666667
1691,5603.5
1692,5618.117647058823
1693,5618.117647058823
1694,5621.363636363636
1695,5626.090909090909
1696,5626.090909090909
1697,5626.090909090909
1698,5634.0
1699,5643.888888888889
1700,5643.888888888889
1701,5643.888888888889
1702,5645.625
1703,5656.666666666667
1704,5657.428571428572
1705,5657.428571428572
1706,5660.555555555556
1707,5670.192307692308
1708,5670.192307692308
1709,5670.192307692308
1710,5677.4
1711,5681.0
1712,5683.333333333333
1713,5693.0
1714,5697.285714285715
1715,5697.285714285715
1716,5698.95
1717,5698.95
1718,5700.846153846154
1719,5700.846153846154
1720,5708.85
1721,5708.85
1722,5725.2
1723,5725.684210526316
1724,5725.684210526316
1725,5730.75
1726,5730.75
1727,5734.0
1728,5740.571428571428
1729,5747.333333333333
1730,5758.139534883721
1731,5758.139534883721
1732,5758.139534883721
1733,5758.139534883721
1734,5759.5
1735,5760.3
1736,5770.571428571428
1737,5776.85
1738,5776.85
1739,5780.5
1740,5780.5
1741,5793.692307692308
1742,5793.692307692308
1743,5797.588235294118
1744,5797.588235294118
1745,5808.8
1746,5808.8
1747,5812.1
1748,5818.533333333334
1749,5818.533333333334
1750,5822.333333333333
1751,5832.217391304348
1752,5832.217391304348
1753,5832.217391304348
1754,5834.5
1755,5844.545454545455
1756,5844.545454545455
1757,5850.5
1758,5851.333333333333
1759,5855.333333333333
1760,5860.727272727273
1761,5861.714285714285
1762,5865.8
1763,5874.2
1764,5876.222222222223
1765,5879.888888888889
1766,5879.888888888889
1767,5883.941176470588
1768,5883.941176470588
1769,5890.0
1770,5890.0
1771,5895.266666666666
1772,5895.266666666666
1773,5904.166666666667
1774,5911.0
1775,5913.4
1776,5920.4375
1777,5920.4375
1778,5928.090909090909
1779,5928.090909090909
1780,5931.454545454545
1781,5936.333333333333
1782,5943.1578947368425
1783,5943.1578947368425
1784,5946.133333333333
1785,5946.133333333333
1786,5947.333333333333
1787,5961.285714285715
1788,5961.285714285715
1789,5965.0
1790,5967.0
1791,5977.166666666667
1792,5980.090909090909
1793,5980.090909090909
1794,5980.090909090909
1795,5980.333333333333
1796,5989.666666666667
1797,5998.380952380952
1798,5998.380952380952
1799,6004.5
1800,6010.75
1801,6014.714285714285
1802,6016.0
1803,6017.0
1804,6023.105263157895
1805,6023.105263157895
1806,6023.105263157895
1807,6028.2307692307695
1808,6034.2
1809,6034.2
1810,6040.625
1811,6048.5
1812,6051.117647058823
1813,6051.117647058823
1814,6064.0
1815,6065.285714285715
1816,6066.5
1817,6069.888888888889
1818,6069.888888888889
1819,6078.25
1820,6082.4
1821,6082.4
1822,6086.454545454545
1823,6086.454545454545
1824,6100.375
1825,6101.642857142857
1826,6101.642857142857
1827,6110.266666666666
1828,6110.266666666666
1829,6117.105263157895
1830,6117.105263157895
1831,6117.105263157895
1832,6117.105263157895
1833,6131.4
1834,6132.888888888889
1835,6136.8
1836,6140.2
1837,6142.461538461538
1838,6148.285714285715
1839,6148.285714285715
1840,6152.75
1841,6155.076923076923
1842,6155.076923076923
1843,6170.8
1844,6175.181818181818
1845,6175.181818181818
1846,6175.181818181818
1847,6182.368421052632
1848,6182.368421052632
1849,6183.0
1850,6188.2307692307695
1851,6197.428571428572
1852,6203.071428571428
1853,6203.071428571428
1854,6203.071428571428
1855,6205.0
1856,6212.714285714285
1857,6218.571428571428
1858,6220.777777777777
1859,6223.6
1860,6223.6
1861,6234.2
1862,6235.857142857143
1863,6237.363636363636
1864,6242.6
1865,6243.444444444444
1866,6255.642857142857
1867,6255.642857142857
1868,6255.642857142857
1869,6260.777777777777
1870,6262.8
1871,6267.125
1872,6273.8
1873,6274.714285714285
1874,6282.7
1875,6285.692307692308
1876,6285.692307692308
1877,6285.692307692308
1878,6293.615384615385
1879,6293.615384615385
1880,6302.0
1881,6304.222222222223
1882,6304.222222222223
1883,6313.8
1884,6317.2307692307695
1885,6317.2307692307695
1886,6319.666666666667
1887,6324.285714285715
1888,6334.5
1889,6337.0
1890,6344.105263157895
1891,6344.105263157895
1892,6347.0
1893,6347.083333333333
1894,6354.0
1895,6356.666666666667
1896,6364.071428571428
1897,6364.071428571428
1898,6367.0
1899,6375.444444444444
1900,6375.444444444444
1901,6379.0
1902,6386.193548387097
1903,6386.193548387097
1904,6386.193548387097
1905,6387.4
1906,6393.181818181818
1907,6402.277777777777
1908,6402.277777777777
1909,6412.363636363636
1910,6414.666666666667
1911,6417.4
1912,6417.916666666667
1913,6420.0
1914,6430.714285714285
1915,6435.304347826087
1916,6435.304347826087
1917,6438.25
1918,6440.888888888889
1919,6446.333333333333
1920,6446.583333333333
1921,6450.8
1922,6455.2
1923,6461.125
1924,6466.875
1925,6470.75
1926,6473.0
1927,6476.478260869565
1928,6476.478260869565
1929,6480.0
1930,6486.166666666667
1931,6497.8
1932,6497.8
1933,6505.0
1934,6505.578947368421
1935,6505.578947368421
1936,6505.578947368421
1937,6514.3
1938,6514.3
1939,6517.8
1940,6522.7
1941,6522.7
1942,6530.571428571428
1943,6542.821428571428
1944,6542.821428571428
1945,6542.821428571428
1946,6544.222222222223
1947,6545.0
1948,6546.625
1949,6550.5
1950,6561.777777777777
1951,6561.777777777777
1952,6564.285714285715
1953,6572.2
1954,6574.0625
1955,6574.0625
1956,6584.6
1957,6584.625
1958,6586.285714285715
1959,6599.4
1960,6599.4
1961,6599.4
1962,6608.909090909091
1963,6608.909090909091
1964,6613.875
1965,6621.074074074074
1966,6621.074074074074
1967,6621.074074074074
1968,6625.5
1969,6642.6274509803925
1970,6642.6274509803925
1971,6642.6274509803925
1972,6642.6274509803925
1973,6642.6274509803925
1974,6651.470588235294
1975,6651.470588235294
1976,6659.529411764706
1977,6659.529411764706
1978,6670.25
1979,6671.0
1980,6671.363636363636
1981,6678.692307692308
1982,6678.692307692308
1983,6688.4
1984,6688.4
1985,6690.333333333333
1986,6691.375
1987,6704.0
1988,6711.0
1989,6711.0
1990,6711.428571428572
1991,6715.090909090909
1992,6715.714285714285
1993,6722.875
1994,6725.4
1995,6729.833333333333
1996,6731.2
1997,6740.333333333333
1998,6742.470588235294
1999,6742.470588235294
2000,6742.470588235294
2001,6747.125
2002,6749.6
2003,6761.035714285715
2004,6761.035714285715
2005,6761.035714285715
2006,6765.5
2007,6780.058823529412
2008,6780.058823529412
2009,6781.5
2010,6791.5
2011,6791.5
2012,6791.5
2013,6794.142857142857
2014,6797.888888888889
2015,6806.375
2016,6809.833333333333
2017,6812.888888888889
2018,6816.857142857143
2019,6821.642857142857
2020,6823.0
2021,6823.315789473684
2022,6823.315789473684
2023,6834.5
2024,6840.333333333333
2025,6840.333333333333
2026,6844.166666666667
2027,6849.117647058823
2028,6849.117647058823
2029,6860.333333333333
2030,6862.666666666667
2031,6862.666666666667
2032,6868.470588235294
2033,6868.470588235294
2034,6874.285714285715
2035,6880.888888888889
2036,6892.5
2037,6892.5
2038,6892.5
2039,6895.125
2040,6897.714285714285
2041,6903.428571428572
2042,6912.72
2043,6912.72
2044,6912.72
2045,6912.72
2046,6918.0
2047,6926.2
2048,6926.2
2049,6938.114285714286
2050,6938.114285714286
2051,6938.114285714286
2052,6938.114285714286
2053,6943.875
2054,6951.571428571428
2055,6955.357142857143
2056,6955.357142857143
2057,6958.5
2058,6965.0
2059,6968.75
2060,6968.75
2061,6975.25
2062,6978.0
2063,6984.0
2064,6987.142857142857
2065,6987.142857142857
2066,6992.090909090909
2067,6996.75
2068,7003.666666666667
2069,7006.7692307692305
2070,7012.1
2071,7013.8125
2072,7013.8125
2073,7017.5
2074,7024.583333333333
2075,7030.0
2076,7030.0
2077,7038.0
2078,7038.0
2079,7043.0
2080,7051.652173913043
2081,7051.652173913043
2082,7051.652173913043
2083,7057.071428571428
2084,7057.071428571428
2085,7061.25
2086,7061.25
2087,7075.6
2088,7076.5
2089,7078.428571428572
2090,7089.3125
2091,7089.3125
2092,7094.272727272727
2093,7094.272727272727
2094,7094.272727272727
2095,7101.0
2096,7101.0
2097,7118.291666666667
2098,7118.291666666667
2099,7118.291666666667
2100,7124.875
2101,7124.875
2102,7132.7
2103,7132.9
2104,7143.333333333333
2105,7143.333333333333
2106,7143.333333333333
2107,7148.888888888889
2108,7149.272727272727
2109,7158.5
2110,7167.166666666667
2111,7167.166666666667
2112,7167.166666666667
2113,7176.148148148148
2114,7176.148148148148
2115,7176.148148148148
2116,7185.066666666667
2117,7185.066666666667
2118,7188.9
2119,7189.0
2120,7193.555555555556
2121,7207.111111111111
2122,7207.111111111111
2123,7207.111111111111
2124,7209.545454545455
2125,7217.875
2126,7218.285714285715
2127,7219.363636363636
2128,7225.916666666667
2129,7228.6
2130,7233.666666666667
2131,7236.307692307692
2132,7236.307692307692
2133,7242.416666666667
2134,7249.8
2135,7249.8
2136,7261.526315789473
2137,7261.526315789473
2138,7261.923076923077
2139,7269.6
2140,7270.0
2141,7274.857142857143
2142,7279.833333333333
2143,7291.833333333333
2144,7293.625
2145,7294.9
2146,7294.9
2147,7302.235294117647
2148,7302.235294117647
2149,7309.285714285715
2150,7312.7
2151,7312.7
2152,7317.666666666667
2153,7318.428571428572
2154,7320.166666666667
2155,7328.714285714285
2156,7330.714285714285
2157,7330.714285714285
2158,7347.3125
2159,7347.3125
2160,7349.25
2161,7353.6
2162,7355.0
2163,7356.222222222223
2164,7356.222222222223
2165,7371.7692307692305
2166,7371.7692307692305
2167,7372.6
2168,7372.75
2169,7385.785714285715
2170,7385.785714285715
2171,7392.28125
2172,7392.28125
2173,7392.28125
2174,7396.222222222223
2175,7404.25
2176,7406.111111111111
2177,7413.6
2178,7415.142857142857
2179,7415.4
2180,7420.875
2181,7424.5
2182,7424.5
2183,7432.333333333333
2184,7437.428571428572
2185,7446.9
2186,7448.444444444444
2187,7450.5
2188,7453.75
2189,7458.285714285715
2190,7458.285714285715
2191,7464.535714285715
2192,7464.535714285715
2193,7471.333333333333
2194,7472.727272727273
2195,7475.166666666667
2196,7481.888888888889
2197,7487.125
2198,7495.294117647059
2199,7495.294117647059
2200,7500.2
2201,7501.75
2202,7502.5
2203,7511.4
2204,7514.090909090909
2205,7517.142857142857
2206,7521.375
2207,7523.0
2208,7530.545454545455
2209,7534.666666666667
2210,7535.555555555556
2211,7540.285714285715
2212,7541.153846153846
2213,7545.0
2214,7551.5
2215,7552.0
2216,7555.444444444444
2217,7563.7
2218,7565.7
2219,7570.625
2220,7571.8
2221,7578.285714285715
2222,7583.75
2223,7583.75
2224,7585.75
2225,7593.0
2226,7599.6
2227,7599.6
2228,7601.7
2229,7607.666666666667
2230,7613.75
2231,7613.75
2232,7620.111111111111
2233,7621.0
2234,7628.8
2235,7628.8
2236,7635.090909090909
2237,7639.2
2238,7639.6
2239,7648.777777777777
2240,7650.75
2241,7655.333333333333
2242,7655.75
2243,7657.0
2244,7665.625
2245,7667.111111111111
2246,7669.25
2247,7675.75
2248,7679.857142857143
2249,7681.142857142857
2250,7689.333333333333
2251,7691.571428571428
2252,7693.0
2253,7697.833333333333
2254,7699.0
2255,7703.9
2256,7708.666666666667
2257,7708.666666666667
2258,7716.9
2259,7717.142857142857
2260,7725.9
2261,7728.761904761905
2262,7728.761904761905
2263,7736.125
2264,7739.111111111111
2265,7742.333333333333
2266,7746.142857142857
2267,7752.857142857143
2268,7755.75
2269,7755.833333333333
2270,7760.5
2271,7764.142857142857
2272,7767.333333333333
2273,7776.714285714285
2274,7776.714285714285
2275,7780.428571428572
2276,7785.666666666667
2277,7788.692307692308
2278,7793.888888888889
2279,7796.571428571428
2280,7801.2
2281,7803.0
2282,7805.714285714285
2283,7813.3125
2284,7813.3125
2285,7815.818181818182
2286,7823.692307692308
2287,7828.166666666667
2288,7828.2
2289,7833.0
2290,7836.0
2291,7838.888888888889
2292,7843.666666666667
2293,7847.666666666667
2294,7848.9
2295,7855.285714285715
2296,7860.428571428572
2297,7864.5
2298,7865.222222222223
2299,7874.888888888889
2300,7877.076923076923
2301,7878.642857142857
2302,7881.25
2303,7888.3
2304,7889.666666666667
2305,7892.888888888889
2306,7899.777777777777
2307,7902.285714285715
2308,7903.4375
2309,7903.4375
